id,nama,Umur,Status,no_hp,alamat
885,"Nadia Pradipta, M.Pd",30,Sudah Menikah,08746420109,"jaLan MERDeka nO.53, Kec. boJong, gAruT, Jawa BaRaT"
886,Kayla Kuswandari,68,Sudah Menikah,08078980118,"JalaN PaHlawAN no.7, KEc. cImAHi UTAra, SUBAng, JAwa BaRAt"
887,Indra Suryono,47,Sudah Menikah,08599989582,"JalAN dEWi saRtikA No.135, KEcamAtAN kaRanGPaWItAN, PURWAKARta, jaWa BaraT"
888,Sadina Wibisono,17,Belum Menikah,08703806159,"jaLan DiPoneGoRo no.195, kEcAmATAN CimAHI, ciANjur, JawA BARAT"
889,"Kezia Aryani, S.Sos",19,Sudah Menikah,08862838670,"jAlAn sUDIrMaN NO.170, KeC. karanGPAwITaN, pUrWaKARTA, JaWA bARAT"
890,Ir. Nabila Farida,37,Sudah Menikah,08629611919,"jALAN ahMAd YAnI No.188, keC. cimAHi uTara, CIANJUr, jAwa bArat"
891,"Julia Mansur, S.Farm",22,Belum Menikah,08955270302,"GanG deWi SartikA nO.199, KECamatAN ciMAHI, banJAR, JAWa BarAt"
892,Rizki Prasetya,50,Sudah Menikah,08175960905,"KoMPLEk DEWI SartIKa no.138, kecAmaTAn kaRangPAWITAn, BOgOr, JAWA BAraT"
893,"R. Tasdik Prakasa, S.Pt",21,Sudah Menikah,08703154725,"ganG DiPONegOro nO.118, kEcaMAtAn CIMahi sELatan, tASikMaLaYA, Jawa BaRaT"
894,Harsaya Kuswandari,52,Belum Menikah,08536990986,"gANG MeRDEka NO.145, KecamataN KarAnGPAwItaN, CireBOn, jAWA baraT"
895,Janet Maryadi,40,Sudah Menikah,08815774254,"jl. DIponegORo nO.69, KEC. cimahi, kUNInGAn, JaWa bARAt"
896,Keisha Nurdiyanti,26,Belum Menikah,08891518480,"JL. dEWi SartiKA nO.189, keCAMatan cimahI UtArA, taSikMALayA, Jawa BARAt"
897,H. Malik Hutasoit,40,Belum Menikah,08518118325,"KompLEk sudIrMAn no.120, kEc. CImahI TENgAH, tASIkmAlAYA, JAwA BARAT"
898,Baktiono Sihombing,30,Belum Menikah,08862603545,"JL. deWI sARtIKa nO.188, kEcaMATAN CiBEuNyINg, BanjaR, JaWA bArat"
899,Eka Usamah,69,Belum Menikah,08965400541,"JalaN dIpOnEGOro NO.102, kec. cIMAHi tEnGah, sUmedaNG, JawA BArat"
900,"Lili Simbolon, S.Farm",25,Belum Menikah,08095838607,"KoMPLEk MerdEka No.175, KeCAmAtaN cibeuNYIng, BOGOR, jawa bARat"
901,Irma Mahendra,63,Sudah Menikah,08344164848,"jALAN dIPOneGoRo nO.179, KEC. CIMAHI seLaTAn, suKAbUMI, jaWa BArAt"
902,"R. Kamidin Haryanto, M.Kom.",34,Belum Menikah,08347143837,"komplEk Dewi SartikA NO.154, KEc. kaRANGPaWItAn, cIReBON, JAwA BarAt"
903,"Ade Thamrin, S.Farm",49,Sudah Menikah,08054467801,"Jl. deWi SarTIka nO.189, KeC. CiMAhI SeLatAn, BAnDUnG, Jawa baraT"
904,"Dr. Elisa Namaga, M.TI.",47,Sudah Menikah,08719880482,"jl. sUDirMan no.80, kEcamATan cibeunyINg, ciREbON, JAWA barat"
905,"Vinsen Utami, S.T.",22,Sudah Menikah,08190495254,"JAlan sUDIRman nO.93, keC. CimAHi, PAnGaNDaran, JaWa baraT"
906,Indra Saputra,32,Sudah Menikah,08590032601,"JAlAn sUdIRmaN No.185, keCamAtaN CIbEUNyIng, tasIkmALAyA, jAWa bArat"
907,Dimas Nuraini,52,Belum Menikah,08731767943,"GaNG paHlawan nO.87, kECAMATAN CIbEUNyIng, maJAleNGkA, JaWA BARAt"
908,"Qori Manullang, M.Kom.",29,Sudah Menikah,08932450085,"KOmPLEk pahLaWAn No.127, kECamatAN CImahI SeLaTAN, kUNIngAN, JaWA bArAt"
909,"Puspa Megantara, M.TI.",33,Belum Menikah,08875107666,"KOmpLEK DIponegOro No.130, KEcamataN cimAHI, MaJaLeNGKa, jAWa bARat"
910,Yosef Wasita,62,Sudah Menikah,08271881471,"JL. MERDEka NO.173, KeC. CIBEUNYIng, indrAMaYu, jAWa bARAT"
911,"R. Natalia Uyainah, S.I.Kom",18,Sudah Menikah,08747631067,"komplEK dEWI sArtIKA no.188, keC. cimAHi TENgaH, DEpok, jawA BArAt"
912,Utama Utama,59,Sudah Menikah,08720412065,"jl. MerDEKa nO.155, KEc. cimahI tengah, BEkaSI, Jawa BArat"
913,Azalea Wasita,52,Belum Menikah,08108932731,"komPlek PAHLAwaN nO.13, KEC. CIMahi SELataN, CIreBON, jaWA BARAt"
914,drg. Gilda Situmorang,49,Sudah Menikah,08243415936,"kOMPLeK PahlAWAN no.170, kECamataN CImAhI TenGaH, boGOr, JAWa BaRAT"
915,Kenari Yuniar,64,Belum Menikah,08180995006,"JAlaN deWI SartiKa No.128, KeC. boJOnG, SUkabUMI, JaWA BArAt"
916,Wani Wijaya,41,Belum Menikah,08972382211,"GANG DIponegOrO no.185, kec. CiMaHi, depOK, jAwA BaRat"
917,Oliva Nashiruddin,55,Belum Menikah,08951112522,"koMplEk ahMad yanI NO.96, keC. BojONg, bEKaSI, jaWa bAraT"
918,"Tgk. Rendy Latupono, S.Ked",35,Sudah Menikah,08327178337,"jl. dIponEGoRO nO.74, keCaMataN cIMahi sELaTaN, IndRamAYU, jAWa bARaT"
919,Tgk. Gandewa Thamrin,17,Belum Menikah,08046356790,"jalaN AHMad yANI nO.11, KEcaMAtaN CimahI TEngaH, majalenGkA, jaWa BarAt"
920,Digdaya Susanti,18,Sudah Menikah,08613692867,"JalAn suDIrMAn NO.128, KEc. CImaHi utArA, sumeDANG, jAwA bArAT"
921,Prayitna Najmudin,44,Belum Menikah,08317100309,"gAng merDEkA nO.94, Kec. CImAHi, KUnINGAN, JAwa BarAT"
922,"T. Cengkal Sudiati, S.Pd",28,Sudah Menikah,08108529537,"jAlAn DEWI sArtIKA no.125, kECamaTAN KAranGpawItan, KuNiNgaN, jaWA bARAT"
923,Karya Permata,54,Sudah Menikah,08493294387,"kOMPLek mERDeKA No.119, kEC. cimAHi utaRA, banjAR, jawA BARAT"
924,Farah Pudjiastuti,18,Belum Menikah,08343176282,"jalaN MErdEka NO.188, kECAmATan BOjOnG, pAnGaNDaran, JAWa baRAt"
925,"Ilsa Mayasari, S.E.",35,Sudah Menikah,08961951391,"KoMPLeK sUDIrMAn No.8, KeC. CImaHI SElatAn, PAnGaNdarAN, JAWa baRat"
926,Malika Mandasari,64,Belum Menikah,08610766246,"kOMPLek mERdeka NO.123, kec. karangPAWITan, bANJAr, jAWA bArat"
927,"Laras Marpaung, M.Farm",31,Sudah Menikah,08387592720,"komPLEk DEWi sArtikA nO.176, keC. Cimahi, gARut, jawa BARat"
928,R.A. Halima Kusmawati,24,Belum Menikah,08577259591,"gaNG sUdiRmaN nO.76, kecamaTAN cimahI tenGaH, indrAMAyU, JaWa bArAT"
929,Alika Wasita,17,Sudah Menikah,08575999770,"KOmplEk AHMAd YaNi nO.69, KeCamatAn CIMahi tENGAh, BEkAsi, jAwa baRAt"
930,"Hasta Pangestu, S.Sos",28,Sudah Menikah,08979622531,"Jl. mERDEKa NO.9, kec. CimahI, gaRuT, jAwA BaraT"
931,"Ilsa Dongoran, S.Gz",19,Sudah Menikah,08244485104,"jl. sUDirman No.185, KecamAtAN CImaHI UTARa, CIanJur, jaWA baRat"
932,"Ir. Hana Laksita, S.Ked",21,Belum Menikah,08151819334,"komPlek dEwI SARTIkA No.171, keCAmAtan cImAhI, SumEdaNG, JAwa BARAt"
933,"Kadir Hassanah, M.Ak",32,Sudah Menikah,08583230150,"Jalan sUDIRMan NO.181, kecAmAtAn karAngPaWiTAn, pangANDaRaN, JAWa barAt"
934,"Raina Nasyiah, S.IP",22,Sudah Menikah,08356926536,"Jl. mErDEka nO.26, kEC. kARanGPAWITaN, KArAWAnG, jaWa BARat"
935,KH. Soleh Waluyo,41,Sudah Menikah,08797570551,"gAng sUdIrman No.153, keCamAtan CImaHI uTara, bogOr, JAWa BArAT"
936,Novi Mandala,54,Sudah Menikah,08892160672,"kOmpleK sudirmAn No.93, KeCAMatan CimaHi, INDRAMaYU, JAWA baRAt"
937,Limar Wacana,51,Sudah Menikah,08491971852,"GANG deWi sartiKa No.125, Kec. ciMAhI utara, dEPOK, JAwA BaRAT"
938,Garda Nasyiah,29,Sudah Menikah,08145304243,"kOMPlEk MerdEka NO.122, kEc. ciMAHI UTarA, sUKaBUmi, JAWa bARAT"
939,Anastasia Usada,19,Sudah Menikah,08483606711,"jL. DIpONegoRo NO.178, kec. BOJoNg, kuNINgaN, JAWA bAraT"
940,Luis Lazuardi,43,Sudah Menikah,08288280505,"GaNg DIponegoRo NO.79, kEc. boJOng, majaLeNgka, jaWa Barat"
941,Gading Najmudin,70,Belum Menikah,08793884732,"jL. PAhLaWAn no.10, kecaMATAN cIbEunyiNG, BEkAsi, jaWa bARat"
942,"Dagel Suryatmi, S.IP",22,Sudah Menikah,08442968360,"jL. dEwI sarTiKa NO.25, keC. CiMAHi, sUkAbUMi, jAwa bARAt"
943,Gamani Melani,56,Sudah Menikah,08070365316,"kOmpLEk pAHLAwan NO.6, KeCaMaTan CimAhi sELATaN, bOGOR, JAwa BARaT"
944,Hj. Nova Hakim,23,Belum Menikah,08213029071,"GaNG PahlawAN No.53, KEC. BojoNg, kUnINGan, JawA baRAT"
945,"dr. Damar Namaga, M.Kom.",54,Belum Menikah,08081596024,"JAlAN paHlaWan NO.12, kEC. CImahi UtaRA, KuNInGan, JawA BARaT"
946,"Humaira Hutagalung, S.Gz",19,Belum Menikah,08067004013,"koMpLEk MerDEka nO.26, KECAMatan BOjoNg, bOgOR, jaWA bArAT"
947,dr. Darsirah Mayasari,66,Belum Menikah,08320774307,"jl. MerDekA No.110, Kec. BoJOng, dEPOk, JAwA BaRat"
948,"Olivia Sinaga, S.T.",38,Sudah Menikah,08189481500,"GANg DeWi sARtIKa NO.88, kec. cIBEUNyINg, BanDunG, JawA baRAt"
949,Calista Yolanda,40,Belum Menikah,08575949610,"komPleK diPoNEgORO nO.9, Kec. cImaHi utAra, CiaNJUR, jAwA bARAt"
950,Yulia Wulandari,51,Sudah Menikah,08136728048,"jl. SUdiRman no.191, kec. cibEUnYInG, bogOr, Jawa BArAT"
951,Rahman Wastuti,61,Sudah Menikah,08598835491,"JL. PAhLaWAn No.73, KecAmAtan CimahI UtarA, bogor, JAwA bArAt"
952,Samiah Uwais,44,Belum Menikah,08019832069,"jaLAN diPonegoRo nO.113, keCAMataN bojOnG, gARut, JawA BaRAt"
953,"Sabri Mandala, M.Ak",36,Sudah Menikah,08803627268,"JALAn dipOnEgORO NO.155, kEC. ciMaHi sElAtaN, pAnGaNDARan, JAwa BARAT"
954,Hj. Padma Rahmawati,20,Belum Menikah,08842960017,"jalAN dIPoNegoro no.166, keCAMATAN CiMaHi UtARA, suBanG, jawa bArAT"
955,Mursita Riyanti,50,Belum Menikah,08183931968,"Jl. DEwi SartIKa NO.118, kECaMATAn ciBEUnyiNg, inDRAMAYU, JaWa BaRAT"
956,Kambali Hartati,68,Sudah Menikah,08445836949,"JL. MErDEKa NO.26, keC. KArangPAWITaN, Garut, jAwa BaRAt"
957,"Ir. Melinda Manullang, S.Farm",45,Sudah Menikah,08887488276,"JalAn paHLAWaN No.10, kEC. ciMaHI TengAH, BOGOR, JAWa BARaT"
958,Viman Permata,52,Sudah Menikah,08489697735,"JALan SUdiRMAN nO.149, KeCAMatAn KArANGPawItAN, BANJaR, jAWA BAraT"
959,Rusman Haryanto,49,Belum Menikah,08628060305,"GanG Dewi SArtIKA No.141, kec. cIMaHI, MaJalengKA, jAwA baRAt"
960,"Ir. Nadine Melani, M.Farm",64,Sudah Menikah,08643175981,"Jl. ahMAD yAnI nO.26, KEc. bOJOnG, pURwaKARtA, jAWa bArat"
961,Shania Prastuti,63,Sudah Menikah,08761475998,"kOMPlEK dEwI saRTiKA no.2, kEc. CiMAHI tenGAH, MAJAlENgKA, jAWa baRAt"
962,Ratih Nasyiah,17,Sudah Menikah,08241673315,"ganG MERDekA nO.117, KecaMATaN boJong, PaNGaNdaraN, jaWA BaRAT"
963,"Ir. Wani Saragih, M.Pd",68,Belum Menikah,08638189652,"kOMplEK SUdIrman no.116, KeC. ciMAHI Selatan, CImaHI, JaWa barAt"
964,Jamil Prasasta,24,Sudah Menikah,08415195626,"JalAN AhmAD yanI no.170, kec. karANgPaWiTaN, PuRWaKarTa, JAWa BaraT"
965,"Jane Haryanti, S.I.Kom",64,Belum Menikah,08356988204,"KOMpLEk DEWi saRTIka no.157, kEcAMaTAn cIMAHi, DEpoK, JAWA BARat"
966,Ajimin Waskita,25,Sudah Menikah,08590492216,"jl. sudiRmAN no.39, kecaMAtAN cimaHi seLaTaN, CimAHI, jawA bARaT"
967,R.M. Labuh Nashiruddin,55,Belum Menikah,08992867581,"KOmPlek PAHlAwAn No.20, KECamAtAN bOjoNg, DePOK, JAwA BarAT"
968,Nardi Mardhiyah,38,Sudah Menikah,08373780788,"gAnG MerDEKA NO.118, KeC. CiMahI, PAngaNDaraN, jAWa baRaT"
969,Kairav Nainggolan,66,Belum Menikah,08464503715,"jl. dEwi sarTiKA no.179, KeCamAtAn BojONg, PuRWakArTa, JAwA barAt"
970,Gandewa Permata,32,Belum Menikah,08616631854,"JALAn mERdekA NO.189, KECAMATan BojoNG, DEPoK, jawA BARaT"
971,"Ir. Yessi Simbolon, M.Farm",68,Sudah Menikah,08078760560,"JL. DeWi SaRtIka NO.132, KeCAMAtaN CimAhI selaTAN, KUNiNGAn, jawA baRat"
972,"Ciaobella Latupono, S.Sos",53,Belum Menikah,08390700526,"jl. diPonEgORO No.172, kEC. bOJoNG, TaSikMALaya, JAWA BArAt"
973,"Maimunah Saputra, S.Ked",36,Sudah Menikah,08787098414,"jL. mErDekA nO.82, keCamATAn CImahI uTARa, dePOk, JAWa barAT"
974,Hana Nurdiyanti,60,Belum Menikah,08256392107,"JalaN DIpoNEGOro No.40, kEC. cImAHI tengah, SuBANg, jAwa BARaT"
975,"dr. Widya Maryadi, S.T.",55,Belum Menikah,08006720496,"gAng AHMAD YAnI NO.127, KEC. cimaHi TenGAH, ciMAhI, jaWa BArat"
976,Warsa Gunarto,45,Belum Menikah,08983063737,"koMplEk sUdIrmAn NO.55, KEC. CImAHI SELaTAn, gAruT, JAwa barAT"
977,Ulya Siregar,42,Belum Menikah,08498415665,"komplEk PAhLaWaN no.140, kEc. CIMAhI, paNgaNdARAN, JAWA baRAT"
978,Ophelia Simanjuntak,62,Sudah Menikah,08917279112,"JaLan AHmaD yani no.184, kecAmAtAn CIMaHI TENGaH, Bandung, jawa bARaT"
979,Wakiman Haryanti,62,Sudah Menikah,08756930808,"JalAn MERDEka No.150, KecaMataN kArANGPawiTAN, mAJalenGKA, jAWA barAT"
980,Daliman Yuliarti,53,Belum Menikah,08792506971,"ganG AHmad yANi NO.57, KEc. karanGpAwItaN, BaNdUnG, jAwa BaraT"
981,"Karen Lazuardi, S.E.",24,Belum Menikah,08124210537,"jAlan deWI SartIka NO.87, KEc. CIbEUnyINg, BeKASi, jaWa bArAT"
982,"Catur Maulana, S.E.I",48,Sudah Menikah,08526076598,"jl. sudiRmaN No.37, KEC. ciBeunYing, CImAHI, jAWa BarAt"
983,Irma Gunarto,29,Sudah Menikah,08302084215,"GaNg suDirMan NO.166, KEcAmaTAN CimAHI SElataN, taSIkMAlAYA, jawa barAt"
984,Martaka Kusmawati,65,Belum Menikah,08507668220,"JAlAn pAhlaWAN no.142, KeC. kaRaNGPAwitAN, BaNJAR, jAwA BArAt"
985,Sakti Hardiansyah,28,Belum Menikah,08321266528,"JaLAn DiPoNegoRo no.120, kEc. KarAnGPaWItAN, SukABUMI, jAWa baRat"
986,Lukita Gunarto,61,Sudah Menikah,08353582836,"KOmplEK paHLAwAN nO.139, KEc. cimAHI sELaTAn, SuMedaNg, jawA baRat"
987,"R. Lintang Maryati, M.Ak",64,Belum Menikah,08167749171,"komPlEK dIPoNEGORo nO.61, kEc. CImahI uTaRA, pANgandAraN, jAWa BaRAT"
988,Kasiran Pangestu,51,Belum Menikah,08775520302,"jAlan sUdirmaN nO.129, kEcAmatAN CimAhi SELatan, karaWANG, jawa bArAT"
989,"Vanya Gunawan, S.I.Kom",51,Sudah Menikah,08603958015,"ganG sudiRMaN NO.117, KeCaMatAn CiMAhi UtARa, karaWANg, jawA BaraT"
990,"Tgk. Zelda Yulianti, S.E.I",44,Belum Menikah,08627819473,"JL. diPonegoro no.51, KEc. ciMaHi uTaRa, CiAnJUr, JawA BarAT"
991,Hartana Hasanah,48,Sudah Menikah,08267894817,"jalAn pAhLAwaN NO.78, kEcamAtAn cimAhI utaRa, karAWaNG, JawA BarAT"
992,dr. Aris Waluyo,59,Belum Menikah,08842381921,"gaNG AhMAD yani no.31, kECAmaTaN KArAnGPaWItAN, ciMahi, Jawa baRat"
993,Kurnia Hasanah,29,Belum Menikah,08547713198,"Jl. DeWI SarTiKA no.51, KeC. cImahi teNGAh, Garut, jawA baRAt"
994,Ayu Wibisono,52,Belum Menikah,08942889702,"JL. pahLawAn NO.23, KEC. BOJoNG, cianJUR, JAwA barAt"
995,Lintang Zulkarnain,26,Sudah Menikah,08643109809,"jaLAN dIPoNEgoRo NO.110, KEcAmaTaN cIMahI SelATAn, SUbAnG, JaWa Barat"
996,Drs. Imam Nuraini,29,Sudah Menikah,08445193538,"jl. diPoNegOrO nO.129, KeC. ciMAHi teNGaH, PurWAkArTa, Jawa baRAT"
997,Mujur Hariyah,66,Sudah Menikah,08322197478,"kompLEK SUDirMan nO.131, keC. CiBEUNYinG, BAnjaR, JAwa baRAt"
998,"Jati Rajata, M.Ak",53,Belum Menikah,08628830655,"jl. deWi SarTiKa No.140, keC. CImAhI, CIanJUR, JaWA BARaT"
999,Yuliana Mansur,61,Sudah Menikah,08668055564,"GANg dIPoNegORo NO.76, KeC. CiMahi sElataN, BaNJar, jAWA BArAT"
1000,Jindra Pratiwi,48,Sudah Menikah,08349299984,"GanG DEwi SArtIkA no.52, keCAMATan CibEUnYing, inDRamAyU, jAwA baraT"
1001,"H. Galar Agustina, S.I.Kom",32,Belum Menikah,08557307183,"JL. pAHlaWan no.80, kEC. CiMahi UTArA, inDramAYU, JawA bArat"
1002,Sutan Karja Salahudin,59,Sudah Menikah,08719583599,"GanG dIPOneGOrO nO.63, KEC. CiMahi, indramAYU, jAwA BaRat"
1003,"Makuta Mandala, S.E.",52,Belum Menikah,08439641854,"gANg pAHLAwan nO.63, KeC. cimahi SELatan, iNDrAmAyU, JawA BARAt"
1004,Kezia Ramadan,40,Sudah Menikah,08231115407,"jL. DIPonEgoRo NO.199, kEc. BoJoNg, cimaHi, jAwA BArat"
1005,Faizah Januar,31,Belum Menikah,08123099045,"gaNG ahmAd YaNI No.112, KecAmATan BoJOnG, PUrWAKarta, jAwa BARAT"
1006,Gina Saputra,24,Belum Menikah,08190569496,"gaNG DIpOnEGORO NO.102, KeC. CIMaHI UTARA, garUt, jaWa BARAT"
1007,Yuni Yuniar,51,Belum Menikah,08956204410,"gANG AhMAd yanI No.196, kecaMATAn Bojong, MAJAlenGKA, jAWa BarAt"
1008,"Drs. Zelda Tarihoran, S.Kom",36,Sudah Menikah,08380081252,"jaLAn AhmAD YANi NO.174, keCaMATaN CiBeunyInG, tASIKmAlaYa, JawA BArAT"
1009,Endah Saragih,58,Sudah Menikah,08076809900,"KOmpLEK PahlaWAn no.38, KeC. CimAHI UTARa, InDramAYU, jAwa baRat"
1010,"Devi Iswahyudi, M.Ak",19,Belum Menikah,08299463583,"jAlAN Ahmad yANI no.161, kec. CiMAHi sElATaN, MaJAlENgkA, jAWa BArat"
1011,drg. Unjani Nababan,42,Sudah Menikah,08456638877,"koMPlEK diPoNeGORo nO.62, kec. cIbEuNyInG, KaRAwANg, JAWA baRaT"
1012,Tasnim Riyanti,41,Sudah Menikah,08077055518,"GaNG DiponeGorO NO.81, KEcAMaTAn CibeUNyIng, gAruT, jaWA Barat"
1013,"Dr. Irma Yuniar, M.Kom.",34,Belum Menikah,08840328645,"jL. dIPoNeGOrO nO.71, kec. CIbeuNyINg, SUkABumI, jAWa BArat"
1014,"Kambali Sitorus, S.I.Kom",36,Belum Menikah,08875247037,"KoMpLek AhmAD YANI NO.60, KEc. kaRaNgPAWItan, paNGANdarAn, JawA baRAT"
1015,Kamaria Mahendra,67,Sudah Menikah,08433517465,"GanG SUdIrmAN no.43, KECaMaTan CimAHi TEngah, BoGOr, jAwa BAraT"
1016,Hartaka Mardhiyah,27,Belum Menikah,08881276182,"jaLAn DiPOnegorO nO.58, kec. CibeuNYInG, KUNiNGaN, jawa barat"
1017,Lala Waskita,54,Sudah Menikah,08353341803,"jAlAn merDEkA No.86, keCAmatAN cibEUnYINg, sUKAbumI, JaWa Barat"
1018,R.M. Nasab Suryatmi,23,Sudah Menikah,08144295038,"KoMpleK dIpONeGoRO nO.140, KeCaMaTaN cimahi seLatAn, bEkaSi, JaWA bARAT"
1019,Viman Hakim,49,Belum Menikah,08690123908,"kompLeK diPOnEgOro NO.14, kECAMatAN CIBEuNYinG, BAnJAr, JAwa BaRaT"
1020,Tugiman Dabukke,55,Belum Menikah,08841135071,"GaNg dEwI sARTIKA No.188, kEC. cImaHI utARA, banjaR, jAWa bARAt"
1021,Ira Wijaya,57,Belum Menikah,08308598690,"jL. dEwI SArTIKA No.175, keC. KArAnGpAWItaN, subANG, jAwA Barat"
1022,Sutan Asirwada Prabowo,47,Sudah Menikah,08653187271,"jL. AhmAD yaNi no.172, KecaMATan cImaHI, MajALeNGKA, JawA BaRaT"
1023,"Bala Pradipta, S.E.I",26,Sudah Menikah,08247900592,"JL. MERDeKa nO.25, keCaMAtAn CImAHi selATan, karAWaNG, jaWA BaraT"
1024,Jabal Permata,18,Sudah Menikah,08258678947,"GANG ahMaD yanI NO.176, KEc. boJong, iNDrAmAYu, JawA BARAT"
1025,Dalimin Wijaya,32,Belum Menikah,08067712557,"kOMpLEk dIPonEgOrO nO.125, KeC. cIBEunYinG, bAndung, JAWA BARat"
1026,"Kacung Hutapea, S.I.Kom",22,Belum Menikah,08918736159,"jL. DeWI sartika No.13, KecamaTan cibeuNyIng, bEKaSI, Jawa bAraT"
1027,Ayu Melani,50,Belum Menikah,08170401256,"komPlek merDEKA no.3, KeC. KaRAnGPaWiTan, dEPoK, JAWa BARat"
1028,Karsana Prabowo,70,Belum Menikah,08376486115,"jL. dewi SarTikA NO.163, KEC. cIMaHI, indRaMAYU, JaWa bArAT"
1029,Edward Kusumo,45,Belum Menikah,08317615241,"kOMpLeK DiPoNegoRO No.189, KeCaMAtAN cImAhi, puRwaKarta, jaWA bARAt"
1030,Zaenab Oktaviani,20,Sudah Menikah,08328807975,"Jl. AHmad Yani NO.185, KeC. CIMaHi UtaRA, SUMedaNG, JAwA BArAt"
1031,"KH. Yosef Hakim, S.I.Kom",43,Sudah Menikah,08603411847,"JL. DIpOnEgoRO no.120, kEC. cIMAHI TenGah, DePok, jawA baRat"
1032,dr. Winda Jailani,49,Sudah Menikah,08963058310,"GANg mErDeKa No.139, KECamATAN cIMAHi tEnGaH, SUmEdanG, Jawa BarAt"
1033,"R. Tirtayasa Manullang, S.Kom",47,Belum Menikah,08156261075,"jl. DEwi sArtIkA nO.19, kEcAmATAn BoJonG, CIANJUR, JAwA barAT"
1034,"Dr. Gabriella Kusmawati, S.IP",38,Sudah Menikah,08171325713,"jaLAn dIpoNeGoRO NO.114, kecAmatAn KArANgpawItAN, KaRAWANG, jawA BaRAt"
1035,Drs. Ratna Usamah,45,Belum Menikah,08858186690,"Jl. MerdEKa nO.59, keC. kARanGpAwITan, KaraWaNG, Jawa baRat"
1036,Ella Hastuti,18,Belum Menikah,08620790501,"JaLan sUDirmAn No.37, KEC. CIMAhI uTARa, dEpOk, jAwa bArat"
1037,"Ciaobella Marbun, S.Farm",31,Belum Menikah,08738368072,"jaLaN aHMAD yanI No.125, Kec. KaRanGPawitAn, KUniNgAN, Jawa barAt"
1038,"Uchita Kusmawati, S.IP",60,Sudah Menikah,08348790381,"jALAn sudIRMAn no.116, KEcaMATaN kAranGpaWITAN, beKaSI, jAWa BarAT"
1039,"dr. Kani Suartini, M.M.",55,Belum Menikah,08074811219,"JAlan sudiRMaN no.5, Kec. CImahi TEngah, SumedaNG, JAwa bARaT"
1040,Embuh Hutagalung,36,Sudah Menikah,08240386832,"KOMPLeK SudiRmAn no.130, keC. bOjoNG, banDunG, Jawa BArAt"
1041,"Laila Palastri, S.Ked",42,Belum Menikah,08421937845,"JL. DipoNegorO NO.146, KEc. CiMAHi, CiReBoN, jAWA barAt"
1042,"Asmianto Winarsih, S.E.",44,Sudah Menikah,08190107241,"JL. DiPONEGORo nO.138, KEC. CiMAHI, dEpoK, jAWA barAt"
1043,"Hadi Rahayu, S.Gz",18,Sudah Menikah,08943559209,"jALaN DipOnegORO NO.161, kEC. cimahi TenGAh, sUmeDaNG, jawa BArAT"
1044,Prakosa Yuliarti,19,Sudah Menikah,08442577050,"gAng dewi SArTIka No.143, kEcAMAtAn cIMahi utaRa, bANJAr, Jawa BARaT"
1045,Mulya Novitasari,70,Sudah Menikah,08946136218,"jL. DEwI sArtIKa no.193, KeC. cimAHi, PUrwakArTa, JaWA baRAt"
1046,"Radit Nababan, S.Pt",25,Sudah Menikah,08825775045,"Jl. dEwi SARtIKa no.54, keCamAtAN ciMaHI tenGAH, sukABuMI, JAwA baRAT"
1047,Gara Hidayanto,49,Belum Menikah,08845707544,"jaLan ahMad YAnI no.69, Kec. CimAhI SeLaTAN, cimAHI, JAWa barAt"
1048,Jamil Pudjiastuti,36,Sudah Menikah,08392347926,"jL. sUDIrMan No.156, kecaMAtaN kaRanGpaWitAn, BOGor, JAwA BaraT"
1049,"Kenari Halim, S.Sos",17,Sudah Menikah,08994893844,"JAlAn sUdIrMAN NO.112, KEc. cIbeunYIng, PurWAkArtA, jawa Barat"
1050,Novi Waluyo,40,Sudah Menikah,08416903616,"GAnG pAhLawAn no.192, KECaMatAN CiMaHI SElatAn, sUBang, JAwA BARat"
1051,Salsabila Latupono,28,Belum Menikah,08680150809,"JL. DewI sARtikA no.165, KecaMAtAN Cimahi sElaTAn, pAngAnDArAN, JawA BARAT"
1052,R.M. Gantar Kurniawan,21,Sudah Menikah,08046479290,"jALaN MerDeka no.140, KeC. Cimahi utARa, DePok, Jawa bARAt"
1053,Ajimin Pradipta,35,Sudah Menikah,08404278191,"Jalan pahlaWAn nO.80, KecaMAtAn CImahi UTaRA, cIaNJuR, JawA baRat"
1054,Raisa Sihotang,23,Sudah Menikah,08131939702,"KOMplEk meRdeKa nO.20, KEc. cImahi, sumEdanG, JaWa baRat"
1055,Bajragin Anggraini,70,Belum Menikah,08489163438,"jAlan ahMaD YANI NO.137, kEc. BOjONG, SuBANG, JAWa BaraT"
1056,Jumadi Widodo,43,Belum Menikah,08493048363,"kOmpLEK Ahmad yani nO.116, kec. CImahI uTarA, SUkabUMI, jAWa baRaT"
1057,Tina Prasetyo,26,Sudah Menikah,08261717177,"JALAN AhmAd yaNi No.42, kEC. CImAHI SELAtAn, CIMahi, JaWA BaRaT"
1058,Cindy Wijaya,39,Belum Menikah,08852908355,"gANg sUDIRmAn nO.71, KECamaTAN BojONG, subaNG, JawA BaraT"
1059,Elvin Handayani,30,Belum Menikah,08325204086,"jAlaN mERDEKA nO.185, kEc. cIBeUNYing, PurWakArTA, jAwA bArAT"
1060,Maryanto Widodo,22,Belum Menikah,08701548169,"KompLEK DIponegORo NO.100, kEC. cImAhI, depok, JAWa baRat"
